,DATE,TIME,ALARM_STATUS,CH4,CH4_dry,C2H6,C2H6_dry,C2C1ratio,H2O,CH4_cal,C2H6_cal,latitude,longitude,accuracy,altitude,speed
0,2021-08-15,18:43:03,,,,,,,,,,53.55119423,9.95609608,20.0,61.9,0.0
1,2021-08-15,18:43:03.548000,0.0,2.09982295,2.1452618262,0.0,0.0,0.0,1.9168361838,2.18748645205266,0.0,53.55119423,9.95609608,20.0,61.9,0.0
2,2021-08-15,18:43:04,0.0,2.1014483570999998,2.1480719032,0.0,0.0,0.0,1.9641765259500001,2.1903086123837596,0.0,53.55119423,9.95609608,20.0,61.9,0.0
3,2021-08-15,18:43:04.322000,0.0,2.1030737642,2.1508819802,0.0,0.0,0.0,2.0115168681,2.1931307727148597,0.0,53.55116328,9.95604441,17.5,63.5,0.094
4,2021-08-15,18:43:05,0.0,2.1016588205,2.1495035657,0.0,0.0,0.0,2.01434655185,2.1917464310325094,0.0,53.55113233,9.95599274,15.0,65.1,0.188
5,2021-08-15,18:43:05.016000,0.0,2.1002438768,2.1481251512,0.0,0.0,0.0,2.0171762356,2.1903620893501596,0.0,53.551130093333335,9.955998716666667,15.0,65.1,0.33366666666666667
6,2021-08-15,18:43:05.667000,0.0,2.0940493895,2.1402224327,0.0,0.0,0.0,1.9523933015,2.18242538916061,0.0,53.55112785666667,9.956004693333332,15.0,65.1,0.47933333333333333
7,2021-08-15,18:43:06,0.0,2.0962033554,2.14153295855,0.0,0.0,0.0,1.9155786312499998,2.183741550271765,0.0,53.55112562,9.95601067,15.0,65.1,0.625
8,2021-08-15,18:43:06.329000,0.0,2.0983573213,2.1428434844,0.0,0.0,0.0,1.878763961,2.18505771138292,0.0,53.55112273,9.956004496666667,15.0,65.13333333333333,0.7706666666666667
9,2021-08-15,18:43:06.982000,0.0,2.1030931604,2.1487254669,0.0,0.0,0.0,1.9218930306,2.19096498640767,0.0,53.55111984,9.955998323333333,15.0,65.16666666666667,0.9163333333333334
10,2021-08-15,18:43:07,0.0,2.099594252,2.14489431185,0.0,0.0,0.0,1.9112887191499999,2.187117357390955,0.0,53.55111695,9.95599215,15.0,65.2,1.062
11,2021-08-15,18:43:07.686000,0.0,2.0960953436,2.1410631568,0.0,0.0,0.0,1.9006844077,2.1832697283742397,0.0,53.55111561,9.95597786,15.0,65.25,1.25
12,2021-08-15,18:43:08,0.0,2.09706005545,2.1423567180500003,0.0,0.0,0.0,1.9134203812,2.1845688519376147,0.0,53.55111427,9.95596357,15.0,65.3,1.438
13,2021-08-15,18:43:08.341000,0.0,2.0980247673,2.1436502793,0.0,0.0,0.0,1.9261563547,2.1858679755009898,0.0,53.551117745,9.955947895,12.5,65.35,1.5939999999999999
14,2021-08-15,18:43:09,0.0,2.0998039532500004,2.14453464095,0.0,0.0,0.0,1.8876170332,2.186756139906085,0.0,53.55112122,9.95593222,10.0,65.4,1.75
15,2021-08-15,18:43:09.029000,0.0,2.1015831392,2.1454190026,0.0,0.0,0.0,1.8490777117,2.18764430431118,0.0,53.551124546666664,9.955920456666666,10.0,65.4,1.8960000000000001
16,2021-08-15,18:43:09.663000,0.0,2.0920954032,2.138167661,0.0,0.0,0.0,1.950003815,2.1803617819423002,0.0,53.551127873333336,9.955908693333333,10.0,65.4,2.0420000000000003
17,2021-08-15,18:43:10,0.0,2.0957544725500004,2.14176365325,0.0,0.0,0.0,1.9440744896500002,2.183973236958975,0.0,53.5511312,9.95589693,10.0,65.4,2.188
18,2021-08-15,18:43:10.315000,0.0,2.0994135419,2.1453596455,0.0,0.0,0.0,1.9381451643,2.18758469197565,0.0,53.55113919,9.95588732,10.0,65.4,2.3546666666666667
19,2021-08-15,18:43:10.960000,0.0,2.0969469671,2.1425892164,0.0,0.0,0.0,1.9278171806,2.18480235003052,0.0,53.55114718,9.95587771,10.0,65.4,2.5213333333333336
20,2021-08-15,18:43:11,0.0,2.09381923725,2.1402110838,0.0,0.0,0.0,1.9616932883,2.18241399146034,0.0,53.55115517,9.9558681,10.0,65.4,2.688
21,2021-08-15,18:43:11.634000,0.0,2.0906915074,2.1378329512,0.0,0.0,0.0,1.995569396,2.18002563289016,0.0,53.551164244999995,9.95585716,10.0,65.4,2.625
22,2021-08-15,18:43:12,0.0,2.0921020012,2.1386430496999997,0.0,0.0,0.0,1.96941737405,2.1808392148137097,0.0,53.55117332,9.95584622,10.0,65.4,2.562
23,2021-08-15,18:43:12.346000,0.0,2.093512495,2.1394531482,0.0,0.0,0.0,1.9432653521,2.18165279673726,0.0,53.551182264999994,9.95583809,10.0,65.35,2.562
24,2021-08-15,18:43:13,0.0,2.0967951756,2.14238677945,0.0,0.0,0.0,1.9258837982,2.1845990426016346,0.0,53.55119121,9.95582996,10.0,65.3,2.562
25,2021-08-15,18:43:13.029000,0.0,2.1000778562,2.1453204107,0.0,0.0,0.0,1.9085022443,2.18754528846601,0.0,53.55119921666667,9.955829763333334,10.0,65.3,2.604
26,2021-08-15,18:43:13.658000,0.0,2.1086182766,2.1531236165,0.0,0.0,0.0,1.8705997842,2.19538204805095,0.0,53.55120722333333,9.955829566666667,10.0,65.3,2.646
27,2021-08-15,18:43:14,0.0,2.1016037020500002,2.14666995825,0.0,0.0,0.0,1.8999584354499999,2.188900639070475,0.0,53.55121523,9.95582937,10.0,65.3,2.688
28,2021-08-15,18:43:14.361000,0.0,2.0945891275,2.1402163,0.0,0.0,0.0,1.9293170867,2.18241923009,0.0,53.5512295,9.95582434,10.0,65.35,2.8440000000000003
29,2021-08-15,18:43:15,0.0,2.0955740348000003,2.1411119537000003,0.0,0.0,0.0,1.92473948905,2.18331873510091,0.0,53.55124377,9.95581931,10.0,65.4,3.0
30,2021-08-15,18:43:15.052000,0.0,2.0965589421,2.1420076074,0.0,0.0,0.0,1.9201618914,2.1842182401118198,0.0,53.55125845,9.95582392,10.0,65.43333333333334,3.2916666666666665
31,2021-08-15,18:43:15.694000,0.0,2.101855662,2.1501957595,0.0,0.0,0.0,2.0345447318,2.1924416012658496,0.0,53.55127313,9.95582853,10.0,65.46666666666667,3.5833333333333335
32,2021-08-15,18:43:16,0.0,2.0959651368500003,2.1429493832,0.0,0.0,0.0,1.9839953897,2.1851640655477595,0.0,53.55128781,9.95583314,10.0,65.5,3.875
33,2021-08-15,18:43:16.349000,0.0,2.0900746117,2.1357030069,0.0,0.0,0.0,1.9334460476,2.17788652982967,0.0,53.55130508,9.95582803,10.0,65.55,3.7815000000000003
34,2021-08-15,18:43:17,0.0,2.0970053121500003,2.1431512161999997,0.0,0.0,0.0,1.9485268045,2.18536676642966,0.0,53.55132235,9.95582292,10.0,65.6,3.688
35,2021-08-15,18:43:17.105000,0.0,2.1039360126,2.1505994255,0.0,0.0,0.0,1.9636075614,2.19284700302965,0.0,53.55133238,9.955819816666667,10.0,65.6,3.5003333333333333
36,2021-08-15,18:43:17.872000,0.0,2.0987891124,2.1446947519,0.0,0.0,0.0,1.937038598,2.1869169393331696,0.0,53.551342410000004,9.955816713333332,10.0,65.6,3.312666666666667
37,2021-08-15,18:43:18,0.0,2.1011027048499997,2.14638494585,0.0,0.0,0.0,1.9092508728,2.188614401117155,0.0,53.55135244,9.95581361,10.0,65.6,3.125
38,2021-08-15,18:43:18.631000,0.0,2.1034162973,2.1480751398,0.0,0.0,0.0,1.8814631476,2.1903118629011398,0.0,53.55136231,9.955811935,10.0,65.69999999999999,2.625
39,2021-08-15,18:43:19,0.0,2.10180322185,2.1470131151,0.0,0.0,0.0,1.9056328516,2.1892452714949298,0.0,53.55137218,9.95581026,10.0,65.8,2.125
40,2021-08-15,18:43:19.329000,0.0,2.1001901464,2.1459510904,0.0,0.0,0.0,1.9298025556,2.1881786800887197,0.0,53.55137852,9.955807243333334,10.0,65.76666666666667,1.7706666666666666
41,2021-08-15,18:43:19.976000,0.0,2.0996312877,2.1463802982,0.0,0.0,0.0,1.97107646,2.18860973348226,0.0,53.55138486,9.955804226666666,10.0,65.73333333333333,1.4163333333333332
42,2021-08-15,18:43:20,0.0,2.1009315385500003,2.1474439365,0.0,0.0,0.0,1.9601342546,2.1896779454269497,0.0,53.5513912,9.95580121,10.0,65.7,1.062
43,2021-08-15,18:43:20.707000,0.0,2.1022317894,2.1485075748,0.0,0.0,0.0,1.9491920492,2.19074615737164,0.0,53.55139728,9.955799240000001,10.0,65.7,1.062
44,2021-08-15,18:43:21,0.0,2.1025647858000003,2.1489690873500003,0.0,0.0,0.0,1.95418446075,2.191209654425605,0.0,53.55140336,9.95579727,10.0,65.7,1.062
45,2021-08-15,18:43:21.368000,0.0,2.1028977822,2.1494305999,0.0,0.0,0.0,1.9591768723,2.19167315147957,0.0,53.551406334999996,9.95579798,10.0,65.7,0.875
46,2021-08-15,18:43:22,0.0,2.0942915212,2.1398506788,0.0,0.0,0.0,1.9267702811,2.1820520367188396,0.0,53.55140931,9.95579869,10.0,65.7,0.688
47,2021-08-15,18:43:22.740000,0.0,2.0957933657,2.1421899175,0.0,0.0,0.0,1.9600423548,2.18440133414525,0.0,53.551410735,9.955800870000001,10.0,65.7,0.563
48,2021-08-15,18:43:23,0.0,2.09844490085,2.1452275417999997,0.0,0.0,0.0,1.9735352512,2.18745202022974,0.0,53.55141216,9.95580305,10.0,65.7,0.438
49,2021-08-15,18:43:23.382000,0.0,2.101096436,2.1482651661,0.0,0.0,0.0,1.9870281476,2.1905027063142297,0.0,53.551410565,9.95580213,10.0,65.7,0.219
50,2021-08-15,18:43:24,0.0,2.1020433722,2.148250235,0.0,0.0,0.0,1.9465218097,2.1904877110104994,0.0,53.55140897,9.95580121,10.0,65.7,0.0
51,2021-08-15,18:43:24.038000,0.0,2.1029903084,2.1482353039,0.0,0.0,0.0,1.9060154718,2.1904727157067696,0.0,53.55140894333333,9.95580121,10.0,65.7,0.0
52,2021-08-15,18:43:24.732000,0.0,2.101289725,2.147718038,0.0,0.0,0.0,1.9563356143,2.1899532255633996,0.0,53.55140891666667,9.95580121,10.0,65.7,0.0
53,2021-08-15,18:43:25,0.0,2.0989601219500003,2.1454548906,0.0,0.0,0.0,1.9612075819,2.1876803466295796,0.0,53.55140889,9.95580121,10.0,65.7,0.0
54,2021-08-15,18:43:25.405000,0.0,2.0966305189,2.1431917432,0.0,0.0,0.0,1.9660795495,2.18540746769576,0.0,53.55140887,9.95580125,12.5,65.65,0.0
55,2021-08-15,18:43:26,0.0,2.0992504413999997,2.1450001753,0.0,0.0,0.0,1.9302153511500002,2.18722367605379,0.0,53.55140885,9.95580129,15.0,65.6,0.0
56,2021-08-15,18:43:26.049000,0.0,2.1018703639,2.1468086074,0.0,0.0,0.0,1.8943511528,2.18903988441182,0.0,53.55140885,9.95580129,15.0,65.6,0.0
57,2021-08-15,18:43:26.719000,0.0,2.1071404948,2.152351805,0.0,0.0,0.0,1.9009537743,2.1946069177615,0.0,53.55140885,9.95580129,15.0,65.6,0.0
58,2021-08-15,18:43:27,0.0,2.10916587865,2.1550798302,0.0,0.0,0.0,1.9280190214,2.19734667346986,0.0,53.55140885,9.95580129,15.0,65.6,0.0
59,2021-08-15,18:43:27.411000,0.0,2.1111912625,2.1578078554,0.0,0.0,0.0,1.9550842685,2.20008642917822,0.0,53.55140885,9.95580129,15.0,65.6,0.0
60,2021-08-15,18:43:28,0.0,2.1119855936,2.15814217025,0.0,0.0,0.0,1.9354945034000002,2.200422181582075,0.0,53.55140885,9.95580129,15.0,65.6,0.0
61,2021-08-15,18:43:28.112000,0.0,2.1127799247,2.1584764851,0.0,0.0,0.0,1.9159047383,2.20075793398593,0.0,53.55140885,9.95580129,13.333333333333334,65.6,0.0
62,2021-08-15,18:43:28.836000,0.0,2.1128653969,2.1577672526,0.0,0.0,0.0,1.8832042012,2.2000456517861795,0.0,53.55140885,9.95580129,11.666666666666666,65.6,0.0
63,2021-08-15,18:43:29,0.0,2.1101763802500004,2.1557180949,0.0,0.0,0.0,1.9118830605500001,2.19798768270807,0.0,53.55140885,9.95580129,10.0,65.6,0.0
64,2021-08-15,18:43:29.551000,0.0,2.1074873636,2.1536689372,0.0,0.0,0.0,1.9405619199,2.19592971362996,0.0,53.55140885,9.95580129,10.0,65.6,0.0
65,2021-08-15,18:43:30,0.0,2.1094537878,2.1559143661,0.0,0.0,0.0,1.95024234325,2.19818479787423,0.0,53.55140885,9.95580129,10.0,65.6,0.0
66,2021-08-15,18:43:30.269000,0.0,2.111420212,2.158159795,0.0,0.0,0.0,1.9599227666,2.2004398821185,0.0,53.55140885,9.95580129,11.666666666666666,65.6,0.0
67,2021-08-15,18:43:30.888000,0.0,2.1021256274,2.1472360119,0.0,0.0,0.0,1.9012291665,2.18946912675117,0.0,53.55140885,9.95580129,13.333333333333334,65.6,0.0
68,2021-08-15,18:43:31,0.0,2.1089022339000003,2.1542873997500003,0.0,0.0,0.0,1.9065318001,2.196550835568925,0.0,53.55140885,9.95580129,15.0,65.6,0.0
69,2021-08-15,18:43:31.551000,0.0,2.1156788404,2.1613387876,0.0,0.0,0.0,1.9118344337,2.20363254438668,0.0,53.55140885,9.95580129,15.0,65.6,0.0
70,2021-08-15,18:43:32,0.0,2.1141494625000004,2.1593350347999998,0.0,0.0,0.0,1.8937106475499998,2.20162017544964,0.0,53.55140885,9.95580129,15.0,65.6,0.0
71,2021-08-15,18:43:32.216000,0.0,2.1126200846,2.157331282,0.0,0.0,0.0,1.8755868614,2.1996078065125997,0.0,53.55140885,9.95580129,15.0,65.6,0.0
72,2021-08-15,18:43:32.825000,0.0,2.1052271566,2.1505478599,0.0,0.0,0.0,1.9071517471,2.19279521569757,0.0,53.55140885,9.95580129,15.0,65.6,0.0
73,2021-08-15,18:43:33,0.0,2.1053385226,2.1504626056,0.0,0.0,0.0,1.89895267605,2.1927095948040796,0.0,53.55140885,9.95580129,15.0,65.6,0.0
74,2021-08-15,18:43:33.431000,0.0,2.1054498886,2.1503773513,0.0,0.0,0.0,1.890753605,2.1926239739105897,0.0,53.55140885,9.95580129,12.5,65.6,0.0
75,2021-08-15,18:43:34,0.0,2.10618439445,2.1515766087,0.0,0.0,0.0,1.9092373971,2.1938283881174097,0.0,53.55140885,9.95580129,10.0,65.6,0.0
76,2021-08-15,18:43:34.078000,0.0,2.1069189003,2.1527758661,0.0,0.0,0.0,1.9277211892,2.1950328023242296,0.0,53.55140885,9.95580129,10.0,65.6,0.0
77,2021-08-15,18:43:34.721000,0.0,2.1072902593,2.1513232766,0.0,0.0,0.0,1.8522964388,2.19357396668938,0.0,53.55140885,9.95580129,10.0,65.6,0.0
78,2021-08-15,18:43:35,0.0,2.1091009742,2.1534444786,0.0,0.0,0.0,1.86350893935,2.19570428985798,0.0,53.55140885,9.95580129,10.0,65.6,0.0
79,2021-08-15,18:43:35.417000,0.0,2.1109116891,2.1555656806,0.0,0.0,0.0,1.8747214399,2.19783461302658,0.0,53.55140885,9.95580129,10.0,65.6,0.0
80,2021-08-15,18:43:36,0.0,2.1052956955499997,2.1504776651,0.0,0.0,0.0,1.9014389337500002,2.19272471905993,0.0,53.55140885,9.95580129,10.0,65.6,0.0
81,2021-08-15,18:43:36.157000,0.0,2.099679702,2.1453896496,0.0,0.0,0.0,1.9281564276,2.1876148250932794,0.0,53.55140885,9.95580129,10.0,65.6,0.0
82,2021-08-15,18:43:36.858000,0.0,2.1051044492,2.1518923505,0.0,0.0,0.0,1.9676631183,2.1941454876071496,0.0,53.55140885,9.95580129,10.0,65.6,0.0
83,2021-08-15,18:43:37,0.0,2.10836996015,2.15441659835,0.0,0.0,0.0,1.9342595578,2.196680589722905,0.0,53.55140885,9.95580129,10.0,65.6,0.0
84,2021-08-15,18:43:37.582000,0.0,2.1116354711,2.1569408462,0.0,0.0,0.0,1.9008559973,2.19921569183866,0.0,53.55140885,9.95580129,10.0,65.6,0.0
85,2021-08-15,18:43:38,0.0,2.1049069624500003,2.15025771825,0.0,0.0,0.0,1.9086982784500002,2.192503826438475,0.0,53.55140885,9.95580129,10.0,65.6,0.0
86,2021-08-15,18:43:38.272000,0.0,2.0981784538,2.1435745903,0.0,0.0,0.0,1.9165405596,2.18579196103829,0.0,53.55140885,9.95580129,10.0,65.6,0.0
